p,n,time,reg,strategy,gaps,primals,it,s,relgaps,μ0
1000,500,4.328007936477661,0.05,exact,5.617831533299977e-9,27.878351496837467,1,10,2.0151232880241383e-10,$\mu_0 = 0.99$
1000,500,4.3530049324035645,0.05,exact,5.8374922673465335e-9,27.878351496837475,1,10,2.093915871606949e-10,$\mu_0 = 0.99$
1000,500,4.37101411819458,0.05,exact,2.9158080394608987e-9,27.878351496837478,1,10,1.0459040376873317e-10,$\mu_0 = 0.99$
1000,500,4.3890159130096436,0.05,exact,3.2366571645070508e-9,27.87835149683749,1,10,1.1609930253136439e-10,$\mu_0 = 0.99$
1000,500,4.407005071640015,0.05,exact,3.5583624935497937e-9,27.87835149683748,1,10,1.276389134398228e-10,$\mu_0 = 0.99$
1000,500,4.424997091293335,0.05,exact,3.902556500179344e-9,27.87835149683748,1,10,1.3998519606232994e-10,$\mu_0 = 0.99$
1000,500,4.443006992340088,0.05,exact,6.0456883943516004e-9,27.878351496837475,1,10,2.1685960861198786e-10,$\mu_0 = 0.99$
1000,500,4.460999011993408,0.05,exact,4.297071143355424e-9,27.87835149683748,1,10,1.541364862927022e-10,$\mu_0 = 0.99$
1000,500,4.479007005691528,0.05,exact,4.464496328182577e-9,27.878351496837475,1,10,1.6014204888294884e-10,$\mu_0 = 0.99$
1000,500,4.497003078460693,0.05,exact,3.5569804879287403e-9,27.878351496837478,1,10,1.275893407231143e-10,$\mu_0 = 0.99$
1000,500,4.515007019042969,0.05,exact,2.43856490556027e-9,27.87835149683747,1,10,1.0e-10,$\mu_0 = 0.99$
